elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/3/2020,"COMANCHE","COMANCHE COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,39,39,1,"TOM COLE",REP,3352,1601,16803,21756,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,39,39,2,"BOB WHITE",LIB,194,92,1018,1304,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,39,39,3,"MARY BRANNON",DEM,3559,1658,7175,12392,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10095,"FOR STATE REPRESENTATIVE DISTRICT 62",,9,9,1,"DANIEL PAE",REP,1293,600,4214,6107,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10095,"FOR STATE REPRESENTATIVE DISTRICT 62",,9,9,2,"LARRY BUSH",DEM,1419,762,2789,4970,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10097,"FOR STATE REPRESENTATIVE DISTRICT 64",,10,10,1,"RANDE WORTHEN",REP,871,520,3432,4823,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10097,"FOR STATE REPRESENTATIVE DISTRICT 64",,10,10,2,"KYLE EMMETT MERAZ",DEM,1159,548,2373,4080,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,7,7,1,"TONI HASENBECK",REP,455,215,3603,4273,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,7,7,2,"JENNIFER KERSTETTER",DEM,332,117,967,1416,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",10227,"FOR COUNTY SHERIFF",,39,39,1,"DELL GALLOWAY",REP,1868,1097,10754,13719,COMANCHE
11/3/2020,"COMANCHE","COMANCHE COUNTY",10227,"FOR COUNTY SHERIFF",,39,39,2,"KENNY STRADLEY",DEM,5202,2247,14178,21627,COMANCHE
11/3/2020,"COMANCHE","COMANCHE COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,39,39,1,"YES",,4352,1980,16287,22619,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,39,39,2,"NO",,2167,1047,6344,9558,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,39,39,1,"YES",,4778,1973,15957,22708,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,39,39,2,"NO",,1774,1059,6742,9575,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,39,39,1,"YES",,4425,1977,16163,22565,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,39,39,2,"NO",,2104,1033,6445,9582,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,39,39,1,"YES",,4376,1966,16077,22419,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,39,39,2,"NO",,2118,1041,6464,9623,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,39,39,1,"YES",,4402,1885,15677,21964,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,39,39,2,"NO",,2105,1106,6777,9988,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,39,39,1,"YES",,4813,2095,15814,22722,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,39,39,2,"NO",,1700,902,6677,9279,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,39,39,1,"YES",,4837,2108,15971,22916,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,39,39,2,"NO",,1669,894,6486,9049,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,39,39,1,"YES",,4449,1958,15407,21814,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,39,39,2,"NO",,2049,1044,7114,10207,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,39,39,1,"FOR THE PROPOSAL - YES",,4360,1818,9777,15955,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,39,39,2,"AGAINST THE PROPOSAL - NO",,2580,1405,14444,18429,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,39,39,1,"FOR THE PROPOSAL - YES",,3203,1510,10607,15320,,
11/3/2020,"COMANCHE","COMANCHE COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,39,39,2,"AGAINST THE PROPOSAL - NO",,3722,1674,13394,18790,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,96,535,1486,2117,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,5,6,23,34,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,54,93,246,393,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,1,4,4,9,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,5,"KANYE WEST | MICHELLE TIDBALL",IND,2,1,10,13,,
11/3/2020,"COTTON","COTTON COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,6,"BROCK PIERCE | KARLA BALLARD",IND,1,1,4,6,,
11/3/2020,"COTTON","COTTON COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,1,"TODD HIETT",REP,114,547,1500,2161,,
11/3/2020,"COTTON","COTTON COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,2,"TODD HAGOPIAN",LIB,29,61,192,282,,
11/3/2020,"COTTON","COTTON COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,1,"JIM INHOFE",REP,102,537,1475,2114,,
11/3/2020,"COTTON","COTTON COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,2,"ROBERT MURPHY",LIB,5,7,27,39,,
11/3/2020,"COTTON","COTTON COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,3,"ABBY BROYLES",DEM,48,84,226,358,,
11/3/2020,"COTTON","COTTON COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,4,"JOAN FARR",IND,2,6,25,33,,
11/3/2020,"COTTON","COTTON COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,5,"A. D. NESBIT",IND,1,3,14,18,,
11/3/2020,"COTTON","COTTON COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,1,"TOM COLE",REP,102,536,1491,2129,,
11/3/2020,"COTTON","COTTON COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,2,"BOB WHITE",LIB,6,11,50,67,,
11/3/2020,"COTTON","COTTON COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,3,"MARY BRANNON",DEM,50,91,225,366,,
11/3/2020,"COTTON","COTTON COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,9,9,1,"TONI HASENBECK",REP,113,532,1479,2124,,
11/3/2020,"COTTON","COTTON COUNTY",10098,"FOR STATE REPRESENTATIVE DISTRICT 65",,9,9,2,"JENNIFER KERSTETTER",DEM,44,103,282,429,,
11/3/2020,"COTTON","COTTON COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,1,"YES",,109,376,1127,1612,,
11/3/2020,"COTTON","COTTON COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,2,"NO",,28,165,424,617,,
11/3/2020,"COTTON","COTTON COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,1,"YES",,106,374,1128,1608,,
11/3/2020,"COTTON","COTTON COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,2,"NO",,33,175,437,645,,
11/3/2020,"COTTON","COTTON COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,1,"YES",,104,385,1104,1593,,
11/3/2020,"COTTON","COTTON COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,2,"NO",,34,160,445,639,,
11/3/2020,"COTTON","COTTON COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,1,"YES",,103,382,1119,1604,,
11/3/2020,"COTTON","COTTON COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,2,"NO",,34,156,424,614,,
11/3/2020,"COTTON","COTTON COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,1,"YES",,99,363,1074,1536,,
11/3/2020,"COTTON","COTTON COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,2,"NO",,39,175,460,674,,
11/3/2020,"COTTON","COTTON COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,1,"YES",,102,364,1062,1528,,
11/3/2020,"COTTON","COTTON COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,2,"NO",,36,173,471,680,,
11/3/2020,"COTTON","COTTON COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,1,"YES",,102,362,1055,1519,,
11/3/2020,"COTTON","COTTON COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,2,"NO",,35,174,479,688,,
11/3/2020,"COTTON","COTTON COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,1,"YES",,99,347,1050,1496,,
11/3/2020,"COTTON","COTTON COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,2,"NO",,39,188,484,711,,
11/3/2020,"COTTON","COTTON COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,1,"FOR THE PROPOSAL - YES",,62,166,500,728,,
11/3/2020,"COTTON","COTTON COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,2,"AGAINST THE PROPOSAL - NO",,91,457,1206,1754,,
11/3/2020,"COTTON","COTTON COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,1,"FOR THE PROPOSAL - YES",,70,247,653,970,,
11/3/2020,"COTTON","COTTON COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,2,"AGAINST THE PROPOSAL - NO",,80,369,1032,1481,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,234,676,3776,4686,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,5,7,76,88,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,180,263,774,1217,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,2,1,7,10,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,5,"KANYE WEST | MICHELLE TIDBALL",IND,1,2,17,20,,
11/3/2020,"CRAIG","CRAIG COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,6,"BROCK PIERCE | KARLA BALLARD",IND,0,0,11,11,,
11/3/2020,"CRAIG","CRAIG COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,1,"TODD HIETT",REP,264,709,3781,4754,,
11/3/2020,"CRAIG","CRAIG COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,2,"TODD HAGOPIAN",LIB,114,177,654,945,,
11/3/2020,"CRAIG","CRAIG COUNTY",10003,"FOR UNITED STATES SENATOR",,12,12,1,"JIM INHOFE",REP,215,610,3453,4278,,
11/3/2020,"CRAIG","CRAIG COUNTY",10003,"FOR UNITED STATES SENATOR",,12,12,2,"ROBERT MURPHY",LIB,9,20,115,144,,
11/3/2020,"CRAIG","CRAIG COUNTY",10003,"FOR UNITED STATES SENATOR",,12,12,3,"ABBY BROYLES",DEM,183,298,965,1446,,
11/3/2020,"CRAIG","CRAIG COUNTY",10003,"FOR UNITED STATES SENATOR",,12,12,4,"JOAN FARR",IND,7,16,71,94,,
11/3/2020,"CRAIG","CRAIG COUNTY",10003,"FOR UNITED STATES SENATOR",,12,12,5,"A. D. NESBIT",IND,4,4,37,45,,
11/3/2020,"CRAIG","CRAIG COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,12,12,1,"MARKWAYNE MULLIN",REP,243,671,3714,4628,,
11/3/2020,"CRAIG","CRAIG COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,12,12,2,"RICHIE CASTALDO",LIB,12,17,140,169,,
11/3/2020,"CRAIG","CRAIG COUNTY",10005,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,12,12,3,"DANYELL LANIER",DEM,165,258,777,1200,,
11/3/2020,"CRAIG","CRAIG COUNTY",10383,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,1,"HUGH A. GORDON",REP,54,114,887,1055,CRAIG
11/3/2020,"CRAIG","CRAIG COUNTY",10383,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,2,"MIKE FITZPATRICK",DEM,60,110,743,913,CRAIG
11/3/2020,"CRAIG","CRAIG COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,12,12,1,"YES",,238,589,2961,3788,,
11/3/2020,"CRAIG","CRAIG COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,12,12,2,"NO",,139,273,1258,1670,,
11/3/2020,"CRAIG","CRAIG COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,12,12,1,"YES",,263,572,2874,3709,,
11/3/2020,"CRAIG","CRAIG COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,12,12,2,"NO",,118,293,1374,1785,,
11/3/2020,"CRAIG","CRAIG COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,12,12,1,"YES",,237,576,2865,3678,,
11/3/2020,"CRAIG","CRAIG COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,12,12,2,"NO",,139,278,1347,1764,,
11/3/2020,"CRAIG","CRAIG COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,12,12,1,"YES",,249,580,2895,3724,,
11/3/2020,"CRAIG","CRAIG COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,12,12,2,"NO",,128,275,1318,1721,,
11/3/2020,"CRAIG","CRAIG COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,12,12,1,"YES",,238,567,2798,3603,,
11/3/2020,"CRAIG","CRAIG COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,12,12,2,"NO",,136,287,1371,1794,,
11/3/2020,"CRAIG","CRAIG COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,12,12,1,"YES",,263,559,2655,3477,,
11/3/2020,"CRAIG","CRAIG COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,12,12,2,"NO",,110,290,1509,1909,,
11/3/2020,"CRAIG","CRAIG COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,12,12,1,"YES",,264,564,2672,3500,,
11/3/2020,"CRAIG","CRAIG COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,12,12,2,"NO",,109,284,1492,1885,,
11/3/2020,"CRAIG","CRAIG COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,12,12,1,"YES",,248,564,2672,3484,,
11/3/2020,"CRAIG","CRAIG COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,12,12,2,"NO",,123,287,1497,1907,,
11/3/2020,"CRAIG","CRAIG COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,12,12,1,"FOR THE PROPOSAL - YES",,206,271,996,1473,,
11/3/2020,"CRAIG","CRAIG COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,12,12,2,"AGAINST THE PROPOSAL - NO",,200,663,3568,4431,,
11/3/2020,"CRAIG","CRAIG COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,12,12,1,"FOR THE PROPOSAL - YES",,149,301,1465,1915,,
11/3/2020,"CRAIG","CRAIG COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,12,12,2,"AGAINST THE PROPOSAL - NO",,255,618,3045,3918,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,1471,2136,19687,23294,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,46,19,373,438,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,1719,647,4211,6577,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,11,4,49,64,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,5,"KANYE WEST | MICHELLE TIDBALL",IND,3,3,77,83,,
11/3/2020,"CREEK","CREEK COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,35,35,6,"BROCK PIERCE | KARLA BALLARD",IND,8,1,40,49,,
11/3/2020,"CREEK","CREEK COUNTY",10002,"FOR CORPORATION COMMISSIONER",,35,35,1,"TODD HIETT",REP,1990,2242,20351,24583,,
11/3/2020,"CREEK","CREEK COUNTY",10002,"FOR CORPORATION COMMISSIONER",,35,35,2,"TODD HAGOPIAN",LIB,876,426,3119,4421,,
11/3/2020,"CREEK","CREEK COUNTY",10003,"FOR UNITED STATES SENATOR",,35,35,1,"JIM INHOFE",REP,1424,2070,18603,22097,,
11/3/2020,"CREEK","CREEK COUNTY",10003,"FOR UNITED STATES SENATOR",,35,35,2,"ROBERT MURPHY",LIB,58,35,595,688,,
11/3/2020,"CREEK","CREEK COUNTY",10003,"FOR UNITED STATES SENATOR",,35,35,3,"ABBY BROYLES",DEM,1712,642,4602,6956,,
11/3/2020,"CREEK","CREEK COUNTY",10003,"FOR UNITED STATES SENATOR",,35,35,4,"JOAN FARR",IND,45,42,399,486,,
11/3/2020,"CREEK","CREEK COUNTY",10003,"FOR UNITED STATES SENATOR",,35,35,5,"A. D. NESBIT",IND,17,15,167,199,,
11/3/2020,"CREEK","CREEK COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,3,3,1,"KEVIN HERN",REP,178,269,2204,2651,,
11/3/2020,"CREEK","CREEK COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,3,3,2,"KOJO ASAMOA-CAESAR",DEM,107,46,279,432,,
11/3/2020,"CREEK","CREEK COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,3,3,3,"EVELYN L. ROGERS",IND,15,6,74,95,,
11/3/2020,"CREEK","CREEK COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,32,32,1,"FRANK D. LUCAS",REP,1495,1914,17920,21329,,
11/3/2020,"CREEK","CREEK COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,32,32,2,"ZOE MIDYETT",DEM,1420,549,3766,5735,,
11/3/2020,"CREEK","CREEK COUNTY",10062,"FOR STATE REPRESENTATIVE DISTRICT 29",,18,18,1,"KYLE HILBERT",REP,722,868,10280,11870,,
11/3/2020,"CREEK","CREEK COUNTY",10062,"FOR STATE REPRESENTATIVE DISTRICT 29",,18,18,2,"RICK PARRIS",DEM,562,175,1822,2559,,
11/3/2020,"CREEK","CREEK COUNTY",10063,"FOR STATE REPRESENTATIVE DISTRICT 30",,12,12,1,"MARK LAWSON",REP,874,1205,7392,9471,,
11/3/2020,"CREEK","CREEK COUNTY",10063,"FOR STATE REPRESENTATIVE DISTRICT 30",,12,12,2,"CHUCK THREADGILL",DEM,736,365,1664,2765,,
11/3/2020,"CREEK","CREEK COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 68",,1,1,1,"LONNIE SIMS",REP,50,27,357,434,,
11/3/2020,"CREEK","CREEK COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 68",,1,1,2,"MICHAEL ROSS",DEM,62,22,81,165,,
11/3/2020,"CREEK","CREEK COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,35,35,1,"YES",,1860,1723,15865,19448,,
11/3/2020,"CREEK","CREEK COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,35,35,2,"NO",,1031,673,5981,7685,,
11/3/2020,"CREEK","CREEK COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,35,35,1,"YES",,2065,1706,14996,18767,,
11/3/2020,"CREEK","CREEK COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,35,35,2,"NO",,856,717,7048,8621,,
11/3/2020,"CREEK","CREEK COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,35,35,1,"YES",,1838,1672,15244,18754,,
11/3/2020,"CREEK","CREEK COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,35,35,2,"NO",,1044,713,6551,8308,,
11/3/2020,"CREEK","CREEK COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,35,35,1,"YES",,1855,1707,15433,18995,,
11/3/2020,"CREEK","CREEK COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,35,35,2,"NO",,1019,672,6338,8029,,
11/3/2020,"CREEK","CREEK COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,35,35,1,"YES",,1896,1656,15085,18637,,
11/3/2020,"CREEK","CREEK COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,35,35,2,"NO",,987,716,6630,8333,,
11/3/2020,"CREEK","CREEK COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,35,35,1,"YES",,2076,1570,13863,17509,,
11/3/2020,"CREEK","CREEK COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,35,35,2,"NO",,805,796,7819,9420,,
11/3/2020,"CREEK","CREEK COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,35,35,1,"YES",,2058,1591,13971,17620,,
11/3/2020,"CREEK","CREEK COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,35,35,2,"NO",,814,771,7668,9253,,
11/3/2020,"CREEK","CREEK COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,35,35,1,"YES",,1890,1548,13773,17211,,
11/3/2020,"CREEK","CREEK COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,35,35,2,"NO",,983,818,7902,9703,,
11/3/2020,"CREEK","CREEK COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,35,35,1,"FOR THE PROPOSAL - YES",,1685,716,5560,7961,,
11/3/2020,"CREEK","CREEK COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,35,35,2,"AGAINST THE PROPOSAL - NO",,1477,1953,18298,21728,,
11/3/2020,"CREEK","CREEK COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,35,35,1,"FOR THE PROPOSAL - YES",,1438,1094,9404,11936,,
11/3/2020,"CREEK","CREEK COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,35,35,2,"AGAINST THE PROPOSAL - NO",,1709,1529,14112,17350,,
